1	O14512	22.034	118	75	5	84	201	401	501	1.37e-04	35.1
1	Q8N5H7	20.455	88	63	4	82	166	218	301	1.57e-04	35.1
1	Q15464	20.930	86	60	4	81	165	407	485	1.91e-04	34.7
1	P52630	19.298	57	43	2	71	126	566	620	3.39e-04	33.9
1	Q9H788	20.690	116	81	6	66	177	328	436	3.45e-04	33.9
1	Q8WXH5	17.778	90	70	2	88	177	291	376	4.02e-04	33.5
1	Q63HR2	29.268	41	28	1	84	123	1140	1180	4.74e-04	33.5
1	Q9HBL0	26.667	60	41	2	67	123	1444	1503	4.85e-04	33.5
1	Q08881	23.364	107	64	5	66	165	228	323	5.89e-04	33.2
1	Q8WV28	26.374	91	61	5	79	165	341	429	7.08e-04	32.8
1	P06241	16.230	191	126	6	24	204	96	262	1.42e-42	144
1	P07947	12.234	188	137	6	24	201	105	274	1.47e-37	130
1	P62993	23.077	143	100	4	37	177	13	147	6.10e-37	122
1	P09769	14.458	166	116	5	24	179	91	240	6.41e-37	128
1	P12931	13.298	188	135	6	24	201	98	267	1.16e-35	125
1	P08631	13.408	179	122	7	28	197	96	250	1.08e-32	117
1	P42679	15.584	154	119	4	50	200	86	231	7.64e-32	114
1	P07948	15.823	158	108	6	28	176	81	222	9.94e-32	114
1	Q06187	20.670	179	111	9	28	196	232	389	2.10e-31	114
1	P41240	15.190	158	120	4	44	200	47	191	8.54e-31	110
1	P06239	16.667	162	108	6	28	179	79	223	1.76e-30	110
1	O00459	13.018	169	120	8	30	185	562	716	1.92e-30	111
1	O00459	18.692	107	77	4	82	186	329	427	4.26e-16	69.8
1	P27986	15.029	173	121	7	30	190	565	723	2.21e-30	111
1	P27986	18.692	107	77	4	82	186	332	430	1.89e-15	67.8
1	Q13588	20.915	153	111	4	37	187	13	157	2.28e-30	105
1	O75791	20.408	147	106	5	38	183	14	150	5.30e-30	107
1	Q9UKW4	15.190	158	121	4	38	194	631	776	5.18e-29	107
1	P42684	15.686	153	104	6	38	189	140	268	7.64e-29	106
1	P42680	20.652	184	117	9	20	197	198	358	1.99e-28	105
1	P51451	13.372	172	127	6	18	184	70	224	2.38e-28	104
1	P20936	14.667	150	110	5	52	197	155	290	5.29e-28	104
1	P20936	14.286	126	98	4	47	170	314	431	1.69e-16	70.9
1	Q92569	14.839	155	104	8	30	170	297	437	3.18e-27	101
1	Q92569	20.952	105	74	3	82	185	64	160	3.48e-16	69.8
1	Q13882	18.079	177	124	6	24	197	22	180	4.61e-27	100
1	P16885	14.925	134	102	4	42	167	490	619	4.70e-27	101
1	P16885	15.556	180	134	8	8	186	579	741	1.43e-17	74.0
1	P00519	15.894	151	115	4	38	183	77	220	6.59e-27	101
1	P42685	15.569	167	109	7	24	176	56	204	4.25e-26	98.3
1	P19174	17.834	157	109	6	40	183	509	658	4.96e-26	98.7
1	P19174	13.889	180	134	8	10	187	603	763	1.04e-15	68.6
1	P52735	13.158	152	118	5	38	183	623	766	6.75e-26	98.3
1	P42681	17.857	140	93	7	43	176	119	242	3.02e-25	96.0
1	P98077	19.118	136	90	6	58	189	462	581	1.71e-24	94.0
1	Q08881	19.394	165	108	8	35	192	200	346	4.96e-24	92.9
1	Q96JZ2	21.849	119	79	5	80	197	30	135	8.57e-24	91.0
1	P29353	22.308	130	83	5	59	181	460	578	9.58e-24	91.7
1	Q9H6Q3	14.724	163	117	7	55	206	63	214	1.05e-23	89.0
1	A6NKC9	18.269	104	77	4	82	184	49	145	1.16e-23	91.3
1	Q13239	12.587	143	101	4	39	179	54	174	4.01e-23	87.9
1	P15498	14.793	169	131	6	29	194	617	775	9.33e-23	89.0
1	O43639	14.024	164	115	7	20	170	214	364	9.95e-23	88.3
1	P16333	14.000	100	76	3	77	175	276	366	4.02e-22	86.3
1	O75159	15.238	105	85	2	73	177	371	471	1.31e-21	85.6
1	Q96IW2	14.793	169	125	4	32	187	176	338	1.79e-21	84.4
1	Q7M4L6	15.079	126	100	3	62	186	301	420	2.16e-21	84.8
1	Q5SQS7	23.387	124	85	5	60	182	303	417	2.41e-21	84.4
1	O14508	17.757	107	86	2	62	167	26	131	5.75e-21	80.6
1	Q92529	18.852	122	79	4	63	181	485	589	5.86e-21	83.6
1	O14543	15.254	118	98	2	84	201	47	162	6.83e-21	80.9
1	Q5VZ18	20.952	105	71	4	63	166	379	472	7.24e-21	83.3
1	Q9H3Y6	15.929	113	85	4	77	186	113	218	8.26e-21	83.3
1	P46109	17.557	131	94	3	83	207	14	136	1.23e-20	81.3
1	Q15464	15.966	119	92	3	69	186	395	506	1.49e-20	82.5
1	P51813	19.130	115	74	5	71	179	290	391	1.60e-20	82.5
1	Q14449	17.164	134	98	5	36	166	398	521	3.15e-20	81.7
1	O75815	15.789	228	173	8	5	221	66	285	3.60e-20	81.7
1	Q9ULZ2	20.635	126	94	5	42	163	135	258	3.74e-20	80.2
1	Q8WXH5	13.492	126	105	2	56	181	259	380	3.96e-20	81.3
1	Q06124	24.419	86	55	4	84	167	6	83	4.77e-20	81.3
1	Q06124	20.721	111	69	5	84	182	112	215	6.97e-20	80.6
1	Q9UN19	14.379	153	112	6	45	195	3	138	5.55e-20	79.4
1	P16591	17.582	91	63	4	76	165	452	531	6.01e-20	80.9
1	Q6S5L8	17.647	119	82	4	68	183	513	618	9.18e-20	80.6
1	P46108	19.149	94	65	2	83	166	13	105	2.44e-19	77.9
1	Q8TC17	21.739	92	70	2	37	126	13	104	2.90e-19	73.6
1	P29350	24.419	86	55	4	84	167	4	81	4.12e-19	78.6
1	P29350	16.949	118	81	4	84	191	110	220	4.59e-16	69.4
1	Q9BRG2	15.232	151	112	7	71	219	2	138	8.53e-19	77.5
1	Q9H788	20.690	116	81	6	66	177	328	436	1.44e-18	76.7
1	Q68CZ2	17.007	147	93	4	61	182	1143	1285	2.13e-18	76.7
1	O14492	13.445	119	87	5	55	169	393	499	2.48e-18	76.3
1	P43405	15.301	183	135	9	32	202	109	283	2.60e-18	76.3
1	P43405	17.273	110	82	3	85	192	17	119	7.03e-18	74.8
1	Q8N5H7	15.556	90	71	4	79	166	215	301	2.78e-18	76.3
1	O14544	18.557	97	73	3	69	164	369	460	5.12e-18	75.2
1	Q13322	14.815	135	104	5	50	179	460	588	1.15e-17	74.4
1	Q14451	20.879	91	66	4	79	166	426	513	1.23e-17	74.0
1	Q7Z4S9	17.829	129	88	5	79	203	60	174	3.58e-17	69.8
1	Q9NP31	19.200	125	84	7	82	204	93	202	7.29e-17	71.7
1	O14512	21.849	119	76	5	83	201	400	501	9.58e-17	71.7
1	Q92835	16.346	104	83	4	82	183	3	104	1.45e-16	71.3
1	Q9NSE2	16.822	107	87	2	61	166	59	164	7.20e-16	67.8
1	O14796	16.667	102	81	4	83	182	4	103	9.98e-16	64.8
1	Q9UQQ2	11.765	119	93	4	59	173	339	449	1.55e-15	67.8
1	Q9NRF2	13.077	130	98	5	70	192	513	634	3.83e-15	67.1
1	Q63HR2	16.867	166	112	6	58	205	1112	1269	4.59e-15	66.7
1	Q9HBL0	14.465	159	112	5	55	193	1432	1586	5.50e-15	66.7
1	P07332	15.574	122	87	6	66	183	442	551	5.91e-15	66.3
1	P43403	18.182	143	99	8	32	164	104	238	1.62e-14	65.1
1	P43403	14.851	101	77	3	85	183	12	105	1.20e-12	59.4
1	Q8IZW8	16.807	119	81	2	62	166	428	542	2.16e-14	64.8
1	O15524	18.382	136	93	4	84	209	80	207	3.72e-14	62.1
1	O15357	19.149	94	68	3	101	194	40	125	1.05e-13	62.8
1	Q8WV28	22.449	98	71	4	73	167	336	431	1.95e-13	61.7
1	P52757	21.429	98	60	5	66	162	46	127	7.14e-13	60.1
1	O60880	16.279	86	69	3	84	168	7	90	1.80e-12	55.9
1	Q7Z7G1	16.058	137	106	6	67	196	293	427	1.83e-12	58.6
1	P15882	20.833	96	59	5	68	162	38	117	2.00e-12	58.6
1	Q13094	20.561	107	79	5	65	167	403	507	6.88e-12	57.1
1	P52630	19.167	120	77	4	71	188	566	667	5.60e-11	54.7
1	P51692	14.881	168	133	4	42	209	554	711	1.18e-10	53.6
1	P42229	12.587	143	111	3	72	204	584	722	1.74e-09	50.1
1	P42224	15.556	135	87	4	33	166	544	652	3.76e-07	43.2
1	P42226	15.833	120	88	4	88	204	542	651	1.02e-06	41.7
1	O60674	16.964	112	83	3	85	191	401	507	4.53e-06	39.7
1	Q14765	20.779	77	55	3	72	145	564	637	6.97e-06	39.3
1	P78314	11.111	90	73	1	99	188	479	561	7.39e-06	39.0
1	P40763	17.647	51	39	2	76	125	579	627	2.32e-04	34.3
